Project Geographic District,Project Building Identifier,Project School Name,Project Type,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s),orcamento_base,custo_final,gasto_real,dt_inicio,dt_plan_fim,dt_real_fim,fator_custo,atraso_dias,duracao_plan,ano_inicio,alto_risco,distrito,borough,log_orcamento,esc_eletrica,esc_hvac,esc_estrutural,esc_seguranca,esc_acessibilidade
15,K027,SUMMIT ACADEMY CHARTER SCHOOL - K,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Design,Complete,9/25/2019,3/25/2020,4/13/2020,65451,40381,40381,DSF0000888997,65451.0,40381.0,40381.0,2019-09-25,2020-03-25,2020-04-13,0.6169653634016287,19,182,2019,0,15,Brooklyn,4.8159162863514675,0,0,0,0,0
15,K027,RED HOOK NEIGHBORHOOD SCHOOL  - K,SCA CIP,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,Scope,Complete,2/13/2019,8/5/2019,9/17/2019,16928,15486,15486,"DSF0000868850, DSF0000912554",16928.0,15486.0,15486.0,2019-02-13,2019-08-05,2019-09-17,0.9148156899810964,43,173,2019,0,15,Brooklyn,4.2286056503550915,0,0,0,0,1
15,K027,SUMMIT ACADEMY CHARTER SCHOOL - K,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Scope,Complete,10/18/2018,4/18/2019,9/11/2019,14545,16009,16009,DSF0000888997,14545.0,16009.0,16009.0,2018-10-18,2019-04-18,2019-09-11,1.1006531454107942,146,182,2018,1,15,Brooklyn,4.162713725583078,0,0,0,0,0
15,K027,RED HOOK NEIGHBORHOOD SCHOOL  - K,SCA CIP RESOA,FY19 RESO A LIBRARY UPGRADE,"CM,F&E",Complete,8/7/2019,4/2/2020,9/17/2020,104778,134272,103396,DSF0000890803,104778.0,134272.0,103396.0,2019-08-07,2020-04-02,2020-09-17,1.2814903892038405,168,239,2019,1,15,Brooklyn,5.020270104388187,0,0,0,0,0
15,K027,RED HOOK NEIGHBORHOOD SCHOOL  - K,SCA CIP RESOA,FY19 RESO A LIBRARY UPGRADE,Construction,Complete,8/7/2019,4/2/2020,9/17/2020,605869,522368,398947,DSF0000890803,605869.0,522368.0,398947.0,2019-08-07,2020-04-02,2020-09-17,0.862179778136858,168,239,2019,1,15,Brooklyn,5.782378731877019,0,0,0,0,0
15,K027,RED HOOK NEIGHBORHOOD SCHOOL  - K,SCA CIP RESOA,FY19 RESO A LIBRARY UPGRADE,Design,Complete,1/30/2019,6/14/2019,5/14/2019,41309,63115,60367,DSF0000890803,41309.0,63115.0,60367.0,2019-01-30,2019-06-14,2019-05-14,1.5278752814156722,-31,135,2019,1,15,Brooklyn,4.616044681789984,0,0,0,0,0
15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,OUTROS,Complete,7/12/2017,7/10/2021,8/18/2020,11759308,5927102,5613725,DSF0000798185,11759308.0,5927102.0,5613725.0,2017-07-12,2021-07-10,2020-08-18,0.5040349313071824,-326,1459,2017,0,15,Brooklyn,7.070381765564609,0,0,0,0,0
15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,Construction,Complete,7/12/2017,7/10/2021,8/18/2020,83505972,77610267,66266329,DSF0000798185,83505972.0,77610267.0,66266329.0,2017-07-12,2021-07-10,2020-08-18,0.9293978040277168,-326,1459,2017,0,15,Brooklyn,7.9217175355303295,0,0,0,0,0
15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,Design,Complete,8/20/2015,4/1/2016,3/10/2017,5954080,4449074,3532488,DSF0000798185,5954080.0,4449074.0,3532488.0,2015-08-20,2016-04-01,2017-03-10,0.7472311423427297,343,225,2015,1,15,Brooklyn,6.77481466560213,0,0,0,0,0
15,K032,P.S. 32 - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,3/4/2015,8/18/2015,8/19/2015,1860650,1456708,1450224,DSF0000798185,1860650.0,1456708.0,1450224.0,2015-03-04,2015-08-18,2015-08-19,0.7829027490393142,1,167,2015,0,15,Brooklyn,6.269664687282225,0,0,0,0,0
14,K033,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,12/6/2018,5/9/2019,4/26/2019,456360,309780,282344,"DSF0000890591, DSF0000868912",456360.0,309780.0,282344.0,2018-12-06,2019-05-09,2019-04-26,0.6788062056271364,-13,154,2018,0,14,Brooklyn,5.659307571459207,0,1,0,0,0
14,K033,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,SCA CIP,PLAY YARD,Design,Complete,6/12/2019,10/28/2019,3/24/2020,70900,52140,50965,DSF0000889321,70900.0,52140.0,50965.0,2019-06-12,2019-10-28,2020-03-24,0.7354019746121297,148,138,2019,1,14,Brooklyn,4.850646235183066,0,0,0,0,0
14,K033,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,SCA CIP,PLAY YARD,Scope,Complete,7/16/2018,10/15/2018,10/19/2018,15756,38705,38704,DSF0000889321,15756.0,38705.0,38704.0,2018-07-16,2018-10-15,2018-10-19,2.4565244986037067,4,91,2018,1,14,Brooklyn,4.197445972137104,0,0,0,0,0
14,K033,SUCCESS ACADEMY CHARTER SCHOOL - BED-STUY 1,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,9/21/2018,2/27/2019,11/20/2018,114090,64315,64315,"DSF0000890591, DSF0000868912",114090.0,64315.0,64315.0,2018-09-21,2019-02-27,2018-11-20,0.5637216232798667,-99,159,2018,0,14,Brooklyn,5.057247580131245,0,1,0,0,0
16,K035,I.S. 35 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM,F&E",Complete,7/17/2017,1/7/2019,3/5/2020,621638,1228933,1160716,DSF0000822095,621638.0,1228933.0,1160716.0,2017-07-17,2019-01-07,2020-03-05,1.97692708618199,423,539,2017,1,16,Brooklyn,5.793537554515335,0,0,0,0,1
16,K035,I.S. 35 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,Complete,7/17/2017,1/7/2019,3/5/2020,9309375,11529480,9084475,DSF0000822095,9309375.0,11529480.0,9084475.0,2017-07-17,2019-01-07,2020-03-05,1.2384805639476335,423,539,2017,1,16,Brooklyn,6.968920524895138,0,0,0,0,1
16,K035,I.S. 35 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,Complete,5/2/2016,10/18/2016,4/19/2017,496500,798946,691547,DSF0000822095,496500.0,798946.0,691547.0,2016-05-02,2016-10-18,2017-04-19,1.6091560926485398,183,169,2016,1,16,Brooklyn,5.6959192528314,0,0,0,0,1
16,K035,I.S. 35 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,Complete,6/17/2015,11/2/2015,4/29/2016,124125,122611,122540,DSF0000822095,124125.0,122611.0,122540.0,2015-06-17,2015-11-02,2016-04-29,0.9878026183282981,179,138,2015,1,16,Brooklyn,5.093859261503438,0,0,0,0,1
15,K038,P.S. 38 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,8/21/2019,1/27/2020,1/21/2020,23829,6374,6374,"DSF0000912671, DSF0000913025",23829.0,6374.0,6374.0,2019-08-21,2020-01-27,2020-01-21,0.26748919383943937,-6,159,2019,0,15,Brooklyn,4.377105817269054,1,0,0,0,0
15,K038,P.S. 38 - BROOKLYN,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Design,Complete,3/26/2019,8/23/2019,5/15/2019,335528,376894,317998,"DSF0000868968, DSF0000868969, DSF0000891709",335528.0,376894.0,317998.0,2019-03-26,2019-08-23,2019-05-15,1.1232862831119907,-100,150,2019,1,15,Brooklyn,5.52572876813568,0,0,1,0,0
15,K038,P.S. 38 - BROOKLYN,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS,Scope,Complete,10/10/2018,2/28/2019,3/26/2019,85761,67021,63089,"DSF0000868968, DSF0000868969, DSF0000891709",85761.0,67021.0,63089.0,2018-10-10,2019-02-28,2019-03-26,0.7814857569291402,26,141,2018,0,15,Brooklyn,4.9332898363872895,0,0,1,0,0
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,"CM,F&E",Complete,7/15/2019,10/6/2020,10/6/2020,240000,345597,341032,DSF0000822279,240000.0,345597.0,341032.0,2019-07-15,2020-10-06,2020-10-06,1.4399875,0,449,2019,1,16,Brooklyn,5.380211241711606,0,0,1,0,0
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,Construction,Complete,7/15/2019,10/6/2020,10/6/2020,3520000,3320324,3144455,DSF0000822279,3520000.0,3320324.0,3144455.0,2019-07-15,2020-10-06,2020-10-06,0.9432738636363637,0,449,2019,0,16,Brooklyn,6.546542663478131,0,0,1,0,0
16,K040,P.S. 40 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFS,Design,Complete,8/16/2017,1/22/2018,5/9/2019,240000,181150,148737,DSF0000822279,240000.0,181150.0,148737.0,2017-08-16,2018-01-22,2019-05-09,0.7547916666666666,472,159,2017,1,16,Brooklyn,5.380211241711606,0,0,1,0,0
23,K041,P.S. 41 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,1/18/2019,6/20/2019,5/9/2019,402000,389601,373064,"DSF0000890602, DSF0000884667",402000.0,389601.0,373064.0,2019-01-18,2019-06-20,2019-05-09,0.9691567164179105,-42,153,2019,0,23,Brooklyn,5.60422605308447,0,1,0,0,0
23,K041,P.S. 41 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,10/22/2018,3/27/2019,1/11/2019,100500,89291,89291,"DSF0000890602, DSF0000884667",100500.0,89291.0,89291.0,2018-10-22,2019-03-27,2019-01-11,0.8884676616915423,-75,156,2018,0,23,Brooklyn,5.002166061756507,0,1,0,0,0
32,K045,P.S. 45 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,6/5/2019,11/5/2019,10/30/2019,34469,16918,16918,"DSF0000911952, DSF0000912579",34469.0,16918.0,16918.0,2019-06-05,2019-11-05,2019-10-30,0.49081783631669035,-6,153,2019,0,32,Brooklyn,4.537428684023508,1,0,0,0,0
32,K045,P.S. 45 - BROOKLYN,SCA CIP RESOA,FY19 RESO A PLAYGROUND UPGRADE,Design,Complete,6/11/2019,10/25/2019,5/13/2020,27900,1125,1125,DSF0000890745,27900.0,1125.0,1125.0,2019-06-11,2019-10-25,2020-05-13,0.04032258064516129,201,136,2019,1,32,Brooklyn,4.445604203273597,0,0,0,0,0
20,K048,P.S. 48 - BROOKLYN,SCA CIP,PLAYGROUNDS / PATH OF TRAVEL PLAYGROUND UPGRADE,Scope,Complete,6/29/2020,9/28/2020,9/2/2020,13742,21250,21250,"DSF0000937107, DSF0000961569",13742.0,21250.0,21250.0,2020-06-29,2020-09-28,2020-09-02,1.5463542424683452,-26,91,2020,1,20,Brooklyn,4.13804994420489,0,0,0,0,1
14,K049,LYONS COMMUNITY SCHOOL - K,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",Complete,7/27/2020,4/22/2021,11/30/2020,113379,36199,36199,"DSF0000911953, DSF0000912599",113379.0,36199.0,36199.0,2020-07-27,2021-04-22,2020-11-30,0.3192742924174671,-143,269,2020,0,14,Brooklyn,5.054532622205162,1,0,0,0,0
14,K049,LYONS COMMUNITY SCHOOL - K,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,Complete,7/27/2020,4/22/2021,11/30/2020,597528,542981,436348,"DSF0000911953, DSF0000912599",597528.0,542981.0,436348.0,2020-07-27,2021-04-22,2020-11-30,0.9087122277115047,-143,269,2020,0,14,Brooklyn,5.776358261018629,1,0,0,0,0
14,K049,LYONS COMMUNITY SCHOOL - K,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,6/5/2019,11/5/2019,9/10/2019,47314,9591,9535,"DSF0000911953, DSF0000912599",47314.0,9591.0,9535.0,2019-06-05,2019-11-05,2019-09-10,0.20270955742486368,-56,153,2019,0,14,Brooklyn,4.6749896655394485,1,0,0,0,0
14,K049,LYONS COMMUNITY SCHOOL - K,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,5/6/2019,9/26/2019,6/5/2019,10785,2321,2321,"DSF0000911953, DSF0000912599",10785.0,2321.0,2321.0,2019-05-06,2019-09-26,2019-06-05,0.21520630505331478,-113,143,2019,0,14,Brooklyn,4.032820149438564,1,0,0,0,0
14,K050,J.H.S. 50 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,8/13/2020,1/19/2021,10/16/2020,82205,46759,39415,"DSF0000937133, DSF0000961027",82205.0,46759.0,39415.0,2020-08-13,2021-01-19,2020-10-16,0.5688096831092999,-95,159,2020,0,14,Brooklyn,4.914898233675936,0,1,0,0,0
15,K051,I.S. 51 - BROOKLYN,SCA CIP,PARAPET / EXTERIOR MASONRY / ROOFS,Design,Complete,2/22/2019,7/24/2019,5/2/2019,509580,227318,226911,"DSF0000891886, DSF0000891887, DSF0000891885",509580.0,227318.0,226911.0,2019-02-22,2019-07-24,2019-05-02,0.4460889359864987,-83,152,2019,0,15,Brooklyn,5.707212374468409,0,0,1,0,0
15,K051,I.S. 51 - BROOKLYN,SCA CIP,PARAPET / EXTERIOR MASONRY / ROOFS,Scope,Complete,10/5/2018,2/26/2019,2/1/2019,127395,124280,123765,"DSF0000891886, DSF0000891887, DSF0000891885",127395.0,124280.0,123765.0,2018-10-05,2019-02-26,2019-02-01,0.9755484909140861,-25,144,2018,0,15,Brooklyn,5.105152383140447,0,0,1,0,0
22,K052,P.S. 52 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/15/2020,6/16/2020,6/26/2020,478952,313947,298426,"DSF0000891902, DSF0000891903, DSF0000891904",478952.0,313947.0,298426.0,2020-01-15,2020-06-16,2020-06-26,0.6554873974845078,10,153,2020,0,22,Brooklyn,5.680291991118772,0,0,1,0,0
22,K052,P.S. 52 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,Scope,Complete,7/24/2019,12/3/2019,1/10/2020,95790,136041,132041,"DSF0000891902, DSF0000891903, DSF0000891904",95790.0,136041.0,132041.0,2019-07-24,2019-12-03,2020-01-10,1.4202004384591294,38,132,2019,1,22,Brooklyn,4.981320173259108,0,0,1,0,0
13,K054,P.S. 54 - BROOKLYN,SCA CIP,FLOOD ELIMINATION,Scope,Complete,9/9/2019,1/28/2020,1/23/2020,12814,15997,15997,SCA0000059349,12814.0,15997.0,15997.0,2019-09-09,2020-01-28,2020-01-23,1.248400187295146,-5,141,2019,1,13,Brooklyn,4.1076847196558415,0,0,0,0,0
13,K056,P.S. 56 - BROOKLYN,SCA CIP,DEFECTIVE PLAYGROUND SURFACES / EXTERIOR MASONRY / PARAPETS / ROOFS,Design,Complete,9/26/2018,3/21/2019,3/28/2019,943020,662847,662002,"DSF0000867110, DSF0000869208, DSF0000889350, DSF0000869207",943020.0,662847.0,662002.0,2018-09-26,2019-03-21,2019-03-28,0.7028981357765477,7,176,2018,0,13,Brooklyn,5.9745209035512525,0,0,1,0,0
13,K056,P.S. 56 - BROOKLYN,SCA CIP,DEFECTIVE PLAYGROUND SURFACES / EXTERIOR MASONRY / PARAPETS / ROOFS,Scope,Complete,9/29/2017,5/24/2018,5/24/2018,235756,265596,251309,"DSF0000867110, DSF0000869208, DSF0000889350, DSF0000869207",235756.0,265596.0,251309.0,2017-09-29,2018-05-24,2018-05-24,1.1265715400668488,0,237,2017,1,13,Brooklyn,5.372462754362633,0,0,1,0,0
13,K056,I.S. 351 - BROOKLYN,SCA CIP RESOA,FY18 RESO A COURTYARD GREENHOUSE,Design,Complete,10/31/2018,4/5/2019,12/13/2019,183000,135602,132228,DSF0000866389,183000.0,135602.0,132228.0,2018-10-31,2019-04-05,2019-12-13,0.7409945355191256,252,156,2018,1,13,Brooklyn,5.26245108973043,0,0,0,0,0
15,K058,P.S. 58 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,6/19/2017,11/20/2017,10/25/2017,350280,315420,280721,"DSF0000798389, DSF0000798396",350280.0,315420.0,280721.0,2017-06-19,2017-11-20,2017-10-25,0.9004796163069544,-26,154,2017,0,15,Brooklyn,5.54441534103564,0,1,0,0,0
15,K058,P.S. 58 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,5/12/2017,10/13/2017,6/16/2017,87570,98423,98423,"DSF0000798389, DSF0000798396",87570.0,98423.0,98423.0,2017-05-12,2017-10-13,2017-06-16,1.1239351376042024,-119,154,2017,1,15,Brooklyn,4.942355349707677,0,1,0,0,0
17,K061,I.S. 61 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",Complete,8/13/2020,5/9/2021,11/12/2020,77557,102364,97637,"DSF0000912047, DSF0000912532",77557.0,102364.0,97637.0,2020-08-13,2021-05-09,2020-11-12,1.3198550743324264,-178,269,2020,1,17,Brooklyn,4.88962100168769,1,0,0,0,0
17,K061,I.S. 61 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,Complete,8/13/2020,5/9/2021,11/12/2020,414154,539860,322708,"DSF0000912047, DSF0000912532",414154.0,539860.0,322708.0,2020-08-13,2021-05-09,2020-11-12,1.3035247758080328,-178,269,2020,1,17,Brooklyn,5.6171618602368705,1,0,0,0,0
17,K061,I.S. 61 - BROOKLYN,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,6/5/2019,11/5/2019,10/30/2019,32421,10682,10682,"DSF0000912047, DSF0000912532",32421.0,10682.0,10682.0,2019-06-05,2019-11-05,2019-10-30,0.3294778075938435,-6,153,2019,0,17,Brooklyn,4.5108264061875145,1,0,0,0,0
17,K061,I.S. 61 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / DOORS / SIDEWALK ELEVATOR,Scope,Complete,10/19/2018,3/11/2019,1/31/2019,277634,263585,248194,"DSF0000869270, DSF0000869271, DSF0000869272, DSF0000869273, DSF0000892040, DSF0000912331",277634.0,263585.0,248194.0,2018-10-19,2019-03-11,2019-01-31,0.9493974080984318,-39,143,2018,0,17,Brooklyn,5.443472650212932,0,0,1,0,1
